Lat,Lng
31.4311985,74.26435819999999
31.456696,74.258648
31.4431825,74.28688679999999
31.4474685,74.30807089999999
31.4432618,74.2597483
31.3694884,74.1768412
31.3689001,74.2325105
31.42053739999999,74.28395309999999
31.431384,74.3484833
31.4676379,74.3807788
31.4527726,74.2025244
31.5948421,74.4540282
31.3623068,74.2193999
31.4639288,74.2170853
31.4605393,74.2421428
31.5004073,74.36607839999999
31.4328323,74.2487451
31.5032221,74.41665480000002
31.5388622,74.3357285
31.5296195,74.4554936
31.5202806,74.4256343
31.5388036,74.2648567
31.5196113,74.388925
31.3190793,74.4034624
31.5616533,74.3369345
31.4804642,74.3239342
31.4990163,74.4192199
31.3837953,74.2756066
31.3388255,74.2051202
31.5164883,74.3499496
31.4269467,74.24067560000002
31.4942473,74.3836719
31.3181216,74.2111003
31.3202919,74.3851379
31.5603503,74.4209234
31.469693,74.27284610000001
31.4448646,74.27808550000002
31.4841409,74.2777188
31.4760114,74.3044879
31.403247,74.25603570000001
31.4555022,74.2685504
31.4562075,74.3015563
31.5525146,74.3264869
31.4781106,74.2546136
31.3886132,74.17390569999999
31.396232,74.2319637
31.4153247,74.20912799999999
31.4632019,74.3217207
31.512412,74.2844714
31.5651475,74.3297094
31.5572673,74.3394299
31.5622136,74.4137129
31.4865895,74.40877560000001
31.5017412,74.25718100000002
31.4065037,74.29422079999999
31.4082952,74.2751517
31.4292593,74.28688679999999
31.5208886,74.2700521
31.5203696,74.35874729999999
31.551378,74.39539979999999
31.4230055,74.2370076
31.4761573,74.2990459
31.5906928,74.4403969
31.4391744,74.2105955
31.5303194,74.32978659999999
31.5777864,74.4679495
31.5802017,74.4481662
31.5840788,74.4738108
31.4157845,74.36701579999999
31.5643252,74.298621
31.4858849,74.2627904
31.5944836,74.50164939999999
31.4075498,74.360282
31.4597379,74.3748754
31.4159153,74.26928389999999
31.4196459,74.2546136
31.4497229,74.289087
31.3910577,74.3602136
31.4429184,74.4019965
31.5193603,74.3228206
31.3776311,74.3763319
31.37045669999999,74.239942
31.42454639999999,74.3550817
31.5469071,74.4041953
31.51108799999999,74.3219132
31.5442078,74.3501562
31.3669851,74.2678169
31.4071838,74.1445487
31.3437498,74.14673379999999
31.4523212,74.2487451
31.4504213,74.2981226
31.4278172,74.1922515
31.479745,74.415463
31.42424299999999,74.2524129
31.4041362,74.2142641
31.5734116,74.415922
31.4581407,74.4413685
31.5549053,74.4231202
31.55555859999999,74.4126156
31.515509,74.3191314
31.3582862,74.2354641
31.5611865,74.4071271
31.4191919,74.17912299999999
31.4183615,74.281448
31.5823839,74.4657515
31.44816,74.25718100000002
31.424639,74.1918846
31.33785499999999,74.38784439999999
31.5204202,74.4598899
31.571952,74.4041953
31.4846973,74.4104252
31.5769754,74.40822639999999
31.5377616,74.3308864
31.576079,74.42618209999999
31.4843016,74.3639904
31.4930181,74.4045618
31.4883017,74.26928389999999
31.3869679,74.3136912
31.4800999,74.4210521
31.491155,74.37560839999999
31.4932844,74.24801149999999
31.492558,74.3924679
31.543476,74.3543485
31.5695206,74.2956875
31.4545853,74.3683804
31.5787137,74.2686164
31.4686549,74.2458108
31.3232557,74.240955
31.5335676,74.298797
31.3849627,74.2612154
31.4453442,74.415922
31.4557579,74.41005870000001
31.4497314,74.3949536
31.4634563,74.2487451
31.432799,74.310303
31.5849905,74.3748754
31.4433937,74.2663499
31.543164,74.4188535
31.5553811,74.4107916
31.4337188,74.3532488
31.434957,74.3492165
31.4331344,74.2891727
31.4879959,74.4089594
31.4022266,74.2656164
31.5557956,74.3163689
31.3423507,74.3719431
31.5414168,74.3126152
31.5476458,74.3157437
31.5313323,74.3183222
31.4511418,74.2924791
31.5350339,74.28688679999999
31.5897658,74.4804046
31.4030625,74.18481249999999
31.5866955,74.4759378
31.588605,74.4691639
31.5120353,74.2558105
31.552501,74.3653453
31.49139,74.23847479999999
31.41636,74.1841796
31.5274743,74.28762019999999
31.4356663,74.4766288
31.5962697,74.49070309999999
31.4447049,74.29348740000002
31.4462157,74.25277969999999
31.3575636,74.3790915
31.4255029,74.28468649999999
31.3920038,74.2729513
31.4271573,74.2881702
31.4525201,74.258648
31.5350998,74.3061465
31.4275659,74.3815609
31.3516641,74.2289376
31.4476958,74.2820224
31.542855,74.3333144
31.5632362,74.2920596
31.5495447,74.31591089999999
31.49412169999999,74.37707449999999
31.4953739,74.3634835
31.5584083,74.3439001
31.4030926,74.2392084
31.5115584,74.3148653
31.53898329999999,74.26703359999999
31.507615,74.2964892
31.4539312,74.3422513
31.4263668,74.2971543
31.5808112,74.4979866
31.5094946,74.2469112
31.5085895,74.24801149999999
31.5892888,74.4729941
31.482463,74.2977074
31.552197,74.2795524
31.4469315,74.3939759
31.4931571,74.4171413
31.5475527,74.354708
31.3274135,74.2606095
31.4514756,74.355674
31.4951767,74.3715766
31.6000644,74.3396851
31.4133402,74.2487451
31.319271,74.2257995
31.4618905,74.3222162
31.56896489999999,74.35861489999999
31.522172,74.3106478
31.5726401,74.448899
31.5203274,74.4103575
31.4636698,74.238617
31.3911245,74.1606956
31.321713,74.3657119
31.4783737,74.3624129
31.5658174,74.2891329
31.5203906,74.35881669999999
31.4745762,74.3459172
31.40498179999999,74.4950564
31.4884336,74.37890709999999
31.5531315,74.3991619
31.4420389,74.2916539
31.5885826,74.4008971
31.492906,74.3701104
31.4485309,74.20497
31.5326833,74.28992219999999
31.5729711,74.3811117
31.5542211,74.4086362
31.5958449,74.3457135
31.5853731,74.45966229999999
31.4507887,74.3052953
31.5864535,74.3866039
31.6014236,74.36167979999999
31.4093598,74.16730079999999
31.4216463,74.3653453
31.58746439999999,74.46316449999999
31.5578355,74.4244466
31.35871329999999,74.3774411
31.5543622,74.3112722
31.5596506,74.3137526
31.5715482,74.4401057
31.5120945,74.2603081
31.4596003,74.2566804
31.5961844,74.3022099
31.4486065,74.3917349
31.4471372,74.363146
31.4719883,74.4258157
31.5205709,74.3019212
31.5070462,74.2634159
31.5921767,74.2144268
31.4384243,74.4950564
31.3464041,74.378559
31.5805609,74.3460927
31.5282166,74.3016
31.5590635,74.29825439999999
31.4846732,74.3682777
31.5430024,74.3067577
31.5547009,74.3254565
31.685744,74.26928389999999
31.4264477,74.2894537
31.5029521,74.3697439
31.5893578,74.298621
31.4992105,74.34811669999999
31.4037431,74.172438
31.5670582,74.413082
31.4398298,74.3653198
31.4546605,74.2923873
31.3590768,74.3453638
31.3996,74.2812828
31.475959,74.246738
31.4738,74.297246
31.4571805,74.3543485
31.4701624,74.3217207
31.4580217,74.2553471
31.5951485,74.4705139
31.4695949,74.3283201
31.491658,74.2516794
31.5821591,74.3958799
31.4874987,74.4121079
31.6211127,74.2823662
31.5882051,74.3338194
31.4870025,74.42618209999999
31.5813369,74.4181206
31.5674616,74.43241119999999
31.4253084,74.3625962
31.42915799999999,74.3697439
31.5693113,74.44450239999999
31.5800746,74.3884364
31.58250619999999,74.48919579999999
31.5743694,74.4012635
31.4952853,74.2667167
31.5278658,74.2924213
31.5357696,74.292754
31.5803487,74.3906354
31.4406511,74.22233469999999
31.4405053,74.1983209
31.44685449999999,74.20802739999999
31.551768,74.3121879
31.5440408,74.2928457
31.5050411,74.2662369
31.5824419,74.2080991
31.5583539,74.3521688
31.4058538,74.4063941
31.4090823,74.2370076
31.4863862,74.2817528
31.5573088,74.3983317
31.4495086,74.2429653
31.5548339,74.4063941
31.4764014,74.24654439999999
31.5902975,74.36167979999999
31.5664484,74.3277188
31.5982732,74.4133773
31.5817145,74.3653453
31.4268036,74.38440489999999
31.49271209999999,74.2656164
31.5232582,74.3242797
31.48169189999999,74.2401239
31.5252694,74.31211820000001
31.5933829,74.3684062
31.6018492,74.3206208
31.343036,74.34563299999999
31.52159289999999,74.31842089999999
31.5359429,74.2764265
31.3715035,74.21499779999999
31.5526181,74.5220933
31.6137439,74.2657912
31.45168749999999,74.3524375
31.5699659,74.3200761
31.5811875,74.4263125
31.5592663,74.3245103
31.6294287,74.30040269999999
31.5825142,74.302463
31.5780616,74.35604909999999
31.5540012,74.30466129999999
31.5698132,74.31201539999999
31.58930579999999,74.3426179
31.4148873,74.2333395
31.5983374,74.42618209999999
31.4558061,74.23945619999999
31.5300469,74.2887203
31.494257,74.4005306
31.5540119,74.3051963
31.5684148,74.3267112
31.3016316,74.06966729999999
31.3981516,74.3536663
31.6049401,74.3791746
31.4537818,74.22160099999999
31.5153461,74.3074213
31.4828102,74.3658952
31.486248,74.3697439
31.5794245,74.2582813
31.585949,74.316571
31.581816,74.4107916
31.547696,74.3260855
31.5827018,74.38440489999999
31.2948237,74.3344882
31.4724895,74.3013978
31.5692686,74.3355082
31.4585164,74.3594805
31.5749202,74.3137831
31.5287744,74.3063213
31.5502177,74.2887203
31.4622103,74.3637405
31.604352,74.3851379
31.5835547,74.4983285
31.577631,74.4629237
31.5486133,74.3198175
31.4826256,74.4149371
31.5610851,74.2834956
31.5668817,74.4166404
31.4969479,74.3550817
31.5511786,74.3589306
31.5273336,74.3193705
31.4834872,74.411891
31.48870579999999,74.2477256
31.4155565,74.2879739
31.5489727,74.30375459999999
31.6260411,74.2222877
31.5428522,74.3382187
31.5809821,74.3594805
31.5860261,74.3066423
31.4500237,74.2488383
31.5544623,74.3233763
31.373857,74.3675446
31.5819854,74.3008211
31.4178134,74.1716658
31.5900625,74.2975625
31.4388468,74.1949221
31.4531907,74.2395634
31.5911183,74.3067741
31.641105,74.1899333
31.4482544,74.2426906
31.4999782,74.359847
31.5477496,74.3650795
31.398627,74.24801149999999
31.5280175,74.2979541
31.6001386,74.4071271
31.543604,74.3609467
31.475909,74.3873369
31.4258132,74.3484833
31.4524434,74.2131976
31.4916899,74.363146
31.4698146,74.3356524
31.4471465,74.2529172
31.3529722,74.156292
31.3863776,74.2197668
31.4746191,74.3602136
31.59656129999999,74.3859939
31.4803722,74.2962376
31.5486639,74.3322407
31.5728287,74.32208729999999
31.46260659999999,74.3308864
31.467754,74.3330861
31.5592287,74.183807
31.4604455,74.3651505
31.4321785,74.32611469999999
31.5714681,74.4768835
31.4873858,74.3683829
31.4012285,74.3634059
31.5555906,74.4321166
31.5867191,74.41665480000002
33.5687889,73.1279532
31.5810162,74.39320090000001
31.4507857,74.2905248
31.42764009999999,74.363146
31.4281098,74.2874368
31.5505262,74.30996
31.5528302,74.2956875
31.5657387,74.3074791
31.5081199,74.2553471
31.5744259,74.3961328
31.5717257,74.37029369999999
31.5095936,74.26708339999999
31.4834698,74.3781741
